company_name;salary
OFT group;148900
Ростелеком;51200
Ростелеком;47400
Angara;133400
Softline;137000
АйТеко;149000
iCore;14000
Philax;61600
TerraLink;54900
Oracle;121000
Itransition;35300
Аквариус;16500
OCS Distribution;126300
Инлайн Груп;59200
TerraLink;24000
Сател;106300
Сател;89800
OCS Distribution;50600
Аквариус;125900
Atos;38100
OFT group;109400
Аквариус;112000
Atos;148200
OFT group;120800
TerraLink;85800
Аквариус;130000
Лига Цифровой Экономики;102900
Hikvision;34700
Инфосистемы Джет;54400
Angara;63700
Аквариус;119600
TerraLink;26600
Itransition;98200
IBS;71000
АйТеко;49100
Oracle;131500
IBS;56700
Элтекс;122900
Itransition;37300
iCore;50300
ИнфоТеКС;99400
Angara;109900
Philax;64800
Atos;138000
Тринити;37700
OCS Distribution;26900
TerraLink;31600
Форс;141400
Itransition;70500
Эвотор;89800
Микрон;21900
Philax;72600
Микрон;29200
Элтекс;123000
OFT group;42000
Аквариус;62100
Ситроникс;135300
Элтекс;86100
Гринатом;140500
OFT group;134000
OCS Distribution;55000
OFT group;49700
Itransition;149900
Ростелеком;147200
АйТеко;46900
Oracle;99800
Ситроникс;48700
Эвотор;18100
Atos;148800
Форс;47200
Информзащита;81600
Инлайн Груп;125100
Itransition;138900
Ситроникс;78200
iCore;35700
Atos;84200
Форс;29300
OFT group;38200
Philax;136900
Лига Цифровой Экономики;138900
Itransition;43200
Информзащита;66500
OFT group;121700
Angara;38600
Лига Цифровой Экономики;75700
OFT group;109900
Лига Цифровой Экономики;99500
Oracle;56200
Форс;66400
ХайТэк;91600
Информзащита;86500
Гринатом;133500
Atos;41500
Hikvision;64800
Тринити;74600
ХайТэк;14100
Информзащита;26700
Микрон;109200
Ситроникс;121100
Лига Цифровой Экономики;113300
Элтекс;23100
Информзащита;39000
Элтекс;51700
Сател;131500
Лига Цифровой Экономики;60300
Информзащита;120700
Ситроникс;60300
ИнфоТеКС;73400
Эвотор;86900
АйТеко;91300
IBS;109100
Гринатом;46100
Сател;18700
Angara;14000
Аквариус;65800
Элтекс;117800
Форс;128200
Микрон;130800
Itransition;38200
Softline;137200
ХайТэк;115900
Лига Цифровой Экономики;67100
Эвотор;105100
Аквариус;28000
Philax;33500
АйТеко;123900
Oracle;35600
OCS Distribution;76600
Oracle;29800
Сател;90400
Itransition;69400
IBS;45500
TerraLink;148300
Микрон;104800
Элтекс;45700
Эвотор;113000
Сигма;36400
Сигма;47600
Сигма;89000
ХайТэк;95100
Atos;73000
iCore;15500
Atos;92000
Сигма;149900
Аквариус;64300
Ростелеком;59000
Элтекс;57800
IBS;13600
TerraLink;36200
Atos;140400
Инфосистемы Джет;55900
Информзащита;125000
Инфосистемы Джет;29700
Информзащита;47400
Микрон;69100
TerraLink;114500
Форс;88100
Лига Цифровой Экономики;125500
Эвотор;24300
Itransition;57400
Itransition;82200
Гринатом;130800
Форс;30100
Элтекс;86400
Сигма;112100
Элтекс;102600
OCS Distribution;135200
Лига Цифровой Экономики;36100
TerraLink;65500
Инфосистемы Джет;128700
Микрон;92300
Микрон;93300
АйТеко;91700
Сигма;17600
Элтекс;20400
Гринатом;116300
АйТеко;148000
ИнфоТеКС;148300
Инлайн Груп;104000
Ростелеком;59400
Инлайн Груп;16500
Ситроникс;27200
Лига Цифровой Экономики;138000
Softline;72700
Тринити;32000
IBS;112200
Softline;89800
OFT group;100300
Сигма;107300
OFT group;126600
Аквариус;105000
Микрон;33900
ХайТэк;149500
Сигма;121200
IBS;120000
Atos;110900
Ростелеком;136900
Тринити;32200
ИнфоТеКС;121800
Atos;110000
АйТеко;30600
OCS Distribution;124500
Элтекс;97900
АйТеко;82100
Лига Цифровой Экономики;147500
Инфосистемы Джет;39200
АйТеко;92700
Angara;141900
Oracle;38900
Элтекс;70400
Эвотор;144300
Микрон;114200
Ростелеком;148500
Сигма;29000
Itransition;43700
Softline;115800
Тринити;97700
TerraLink;20800
Информзащита;114300
TerraLink;85300
Atos;50300
Форс;110000
Форс;131700
Oracle;44900
Эвотор;138600
OFT group;123900
Сигма;29900
АйТеко;68300
IBS;36300
Ростелеком;39800
Hikvision;20500
Микрон;20000
Philax;33500
Форс;116000
Ситроникс;57000
Инлайн Груп;95700
OFT group;103400
Atos;39200
Эвотор;61000
Ростелеком;84500
Инлайн Груп;89300
Форс;103100
Philax;47700
ИнфоТеКС;133800
Инлайн Груп;97800
Сигма;103300
Сател;104500
Angara;45400
Аквариус;55300
Hikvision;124000
Форс;136300
Ситроникс;143200
Микрон;127200
Ростелеком;147300
Сигма;133300
Информзащита;53200
Эвотор;134300
Сигма;147400
Эвотор;77800
ХайТэк;60600
Информзащита;145300
Информзащита;60900
ИнфоТеКС;78300
Элтекс;141400
Аквариус;112800
Hikvision;16700
Форс;150000
Тринити;84100
Форс;142800
Микрон;88700
Сигма;146500
Hikvision;38200
Ситроникс;104900
Гринатом;79300
Аквариус;14400
Сател;56200
Информзащита;30900
Лига Цифровой Экономики;85600
OFT group;69300
Itransition;92100
Лига Цифровой Экономики;29100
Эвотор;142400
Микрон;57200
Сател;117400
OFT group;97200
IBS;122500
Angara;109700
Гринатом;123900
Инлайн Груп;149600
ХайТэк;50700
OFT group;59600
Itransition;75800
АйТеко;131100
АйТеко;39900
iCore;144100
Эвотор;19000
Аквариус;144200
Сигма;103600
Микрон;127800
Форс;27000
АйТеко;57100
OFT group;108500
Информзащита;11100
Ростелеком;19000
Ростелеком;133800
Ростелеком;84400
Микрон;51500
Тринити;74200
Инлайн Груп;94700
IBS;66600
Ростелеком;63200
Oracle;147300
АйТеко;57400
Инфосистемы Джет;141900
Аквариус;10700
Лига Цифровой Экономики;10400
Аквариус;65300
OCS Distribution;33800
Лига Цифровой Экономики;33500
IBS;105500
Элтекс;140200
Itransition;119400
Сател;27900
Сигма;78600
Oracle;144700
Элтекс;105500
Аквариус;26800
Форс;57500
Инфосистемы Джет;52700
Angara;31600
ХайТэк;66900
Itransition;68500
Микрон;107700
Ростелеком;18300
TerraLink;99800
Softline;89300
ХайТэк;52600
Hikvision;124100
Форс;49500
Информзащита;42800
ИнфоТеКС;46400
АйТеко;95300
Philax;57400
ИнфоТеКС;40200
iCore;43700
ХайТэк;137200
Инфосистемы Джет;18300
ИнфоТеКС;139700
Аквариус;94300
Сател;93100
АйТеко;136300
Philax;107200
Форс;43000
iCore;112200
АйТеко;46900
Сател;14100
iCore;24700
Лига Цифровой Экономики;65200
OCS Distribution;118200
Микрон;22800
Эвотор;115500
IBS;128100
Angara;21600
ИнфоТеКС;46100
OCS Distribution;83200
Микрон;139700
ХайТэк;85600
ХайТэк;79900
Микрон;128900
Информзащита;24000
Инлайн Груп;130300
Элтекс;32900
Инлайн Груп;109100
Элтекс;52200
Philax;126600
Информзащита;69700
АйТеко;44100
Форс;20900
Ситроникс;118500
IBS;147100
iCore;70400
Аквариус;110100
Hikvision;87900
Сигма;106900
АйТеко;64700
TerraLink;49700
Oracle;42200
Сигма;137200
Softline;15100
Форс;142700
Микрон;43800
Ситроникс;89200
Ситроникс;44100
Микрон;20100
ИнфоТеКС;89500
АйТеко;44800
Аквариус;107100
iCore;18000
Itransition;47900
Инлайн Груп;48000
Atos;20600
Элтекс;16600
Atos;14000
Лига Цифровой Экономики;69400
Эвотор;27600
Микрон;126100
Ситроникс;71900
Ростелеком;102900
IBS;65900
IBS;48800
iCore;13900
Эвотор;58600
Softline;121000
Angara;80000
Philax;76200
TerraLink;84100
Philax;88800
Ситроникс;68800
ХайТэк;108000
Эвотор;38400
Сигма;84000
Форс;84200
Ростелеком;28900
АйТеко;118200
iCore;123700
OCS Distribution;60600
Сател;140400
Тринити;101200
Лига Цифровой Экономики;101600
Эвотор;114800
АйТеко;132500
Softline;135200
Аквариус;37600
Лига Цифровой Экономики;75200
Микрон;94000
Микрон;81700
Тринити;44900
ХайТэк;83400
Atos;84700
OCS Distribution;68000
OFT group;14100
Softline;88300
Инфосистемы Джет;43100
ХайТэк;79500
ИнфоТеКС;84600
Itransition;98000
Itransition;47000
Тринити;108000
OFT group;95200
Лига Цифровой Экономики;46600
Philax;103400
Angara;128400
Микрон;28000
Ростелеком;20700
Микрон;43800
Ситроникс;83300
Ситроникс;47800
Сигма;92300
Тринити;38000
Softline;27200
Эвотор;36600
Atos;68800
OFT group;106500
Информзащита;143100
Аквариус;86000
Ситроникс;96500
Гринатом;40200
Аквариус;21700
Элтекс;59400
Аквариус;116500
OCS Distribution;17800
Гринатом;87000
Лига Цифровой Экономики;34800
ИнфоТеКС;100000
iCore;111000
Гринатом;81800
Инфосистемы Джет;124900
Ростелеком;62000
Инфосистемы Джет;72400
Лига Цифровой Экономики;126600
Hikvision;15100
Softline;109600
Angara;120400
Oracle;19500
Тринити;18400
Itransition;20900
АйТеко;27800
Philax;16800
OCS Distribution;143700
OFT group;82500
Тринити;66000
Тринити;94200
Oracle;105800
АйТеко;111600
Softline;30500
Элтекс;147300
Гринатом;24000
Сател;82900
АйТеко;88500
Angara;73300
Тринити;20000
ХайТэк;48200
ХайТэк;70200
iCore;142600
Oracle;21000
Аквариус;27500
Форс;117500
Philax;71700
Ростелеком;77800
Softline;25400
OFT group;117200
Гринатом;106300
Сател;97400
TerraLink;31900
Сигма;97600
Ситроникс;105200
IBS;84500
OFT group;119600
Hikvision;52300
Сигма;149200
Softline;105300
Ростелеком;34100
Лига Цифровой Экономики;20800
Инлайн Груп;55400
TerraLink;143600
OCS Distribution;138500
Itransition;86300
Itransition;97500
Тринити;131900
Сигма;12100
Hikvision;91300
Форс;51100
ХайТэк;55700
Сател;146200
Philax;29800
Форс;110300
Инфосистемы Джет;74300
OCS Distribution;75100
Элтекс;111200
Ростелеком;23300
ХайТэк;36100
Ситроникс;43400
Лига Цифровой Экономики;82800
Ситроникс;99900
Oracle;118600
iCore;144400
Itransition;134800
Philax;26200
Лига Цифровой Экономики;48500
TerraLink;18700
Лига Цифровой Экономики;144100
Инлайн Груп;95800
Лига Цифровой Экономики;147500
Ростелеком;123300
ИнфоТеКС;144500
TerraLink;141900
Сигма;17300
Softline;63400
Инлайн Груп;139000
Лига Цифровой Экономики;31500
Atos;44500
Форс;133600
Тринити;130100
Лига Цифровой Экономики;34500
Микрон;50800
Тринити;64600
АйТеко;125100
TerraLink;113600
Информзащита;79200
Микрон;140400
Инлайн Груп;131700
Тринити;115100
Инфосистемы Джет;43400
Ростелеком;124100
TerraLink;63800
Ситроникс;130900
Инлайн Груп;14100
Лига Цифровой Экономики;48500
Hikvision;132400
Oracle;31600
Микрон;122600
Hikvision;144400
Ростелеком;36500
Гринатом;81300
Ростелеком;109400
iCore;108300
Atos;10300
Инфосистемы Джет;14900
АйТеко;77500
Сател;30200
АйТеко;28800
ХайТэк;114100
Гринатом;60400
Itransition;138800
OFT group;134700
Инфосистемы Джет;116900
Сател;87300
iCore;31700
Angara;109800
Элтекс;38000
OCS Distribution;111000
Сигма;107900
Инлайн Груп;22500
Эвотор;27800
Сател;113100
Эвотор;78200
Форс;105300
Сател;105900
Тринити;107400
Тринити;106500
ИнфоТеКС;63800
Hikvision;37800
Аквариус;61400
Ростелеком;119200
Информзащита;121200
АйТеко;11200
Hikvision;84800
Ситроникс;51100
TerraLink;104500
OFT group;142900
Philax;72700
Ростелеком;84000
Аквариус;81400
Эвотор;66200
Сигма;92600
Инлайн Груп;123400
Информзащита;137800
TerraLink;93300
iCore;117000
Hikvision;80200
TerraLink;108600
Инфосистемы Джет;106800
Oracle;34900
Информзащита;60600
Oracle;97000
Микрон;79200
TerraLink;123000
Микрон;76200
Oracle;76100
OFT group;78800
Сател;102700
ИнфоТеКС;27000
OCS Distribution;10200
Микрон;119900
IBS;114700
TerraLink;53600
Hikvision;92000
Oracle;52900
Тринити;46400
Ростелеком;36700
Philax;127000
ИнфоТеКС;40100
iCore;27600
Itransition;18400
Инлайн Груп;32600
АйТеко;71200
Сател;89600
Гринатом;46000
Itransition;48100
Philax;31300
Ростелеком;125000
Микрон;11800
Эвотор;64000
Форс;149900
IBS;106700
Инлайн Груп;132800
АйТеко;119400
Инлайн Груп;117600
iCore;120600
Oracle;38800
Инфосистемы Джет;130200
Angara;117500
Сател;132000
Itransition;148100
Инфосистемы Джет;146100
Сигма;39700
TerraLink;100500
Itransition;114100
Микрон;43200
Форс;17500
ХайТэк;41400
OFT group;95500
Информзащита;141100
OCS Distribution;116000
Эвотор;62800
Инлайн Груп;142800
Сател;75400
TerraLink;83100
ИнфоТеКС;11100
Ростелеком;139000
Микрон;58700
ХайТэк;110100
Atos;14200
IBS;89500
Itransition;56900
Эвотор;23700
OCS Distribution;84200
Ростелеком;18200
OCS Distribution;85200
Микрон;94200
Philax;143400
OCS Distribution;94700
Сигма;124400
TerraLink;142600
ИнфоТеКС;80800
ХайТэк;86300
Angara;114200
Hikvision;78200
ИнфоТеКС;117100
Hikvision;115200
Инфосистемы Джет;143000
Тринити;56400
Гринатом;49500
Тринити;136400
OCS Distribution;124300
Инфосистемы Джет;19500
Angara;12000
Гринатом;67000
Форс;145900
Инфосистемы Джет;75800
Oracle;104900
IBS;135000
Ростелеком;51000
Элтекс;73400
Ростелеком;11500
Эвотор;14700
Ростелеком;53200
Itransition;68500
Itransition;104400
Инфосистемы Джет;42000
Инлайн Груп;87800
Форс;51000
Atos;70300
Инлайн Груп;46300
Информзащита;126300
Oracle;30400
Itransition;123600
Аквариус;149100
iCore;115500
Эвотор;94300
Itransition;52900
ХайТэк;116300
Hikvision;79100
Форс;54500
iCore;16700
Микрон;34100
OFT group;103000
Инфосистемы Джет;143600
IBS;19300
Инлайн Груп;25000
TerraLink;31100
ХайТэк;67900
OFT group;78200
Ситроникс;126300
IBS;40800
АйТеко;38800
Аквариус;29500
Ситроникс;41000
АйТеко;112200
Angara;22300
IBS;29500
iCore;15000
Элтекс;33400
IBS;59800
ИнфоТеКС;91000
IBS;28600
TerraLink;131000
Сател;121600
iCore;102200
Информзащита;19200
ИнфоТеКС;89300
TerraLink;26100
OCS Distribution;87400
Itransition;70400
Форс;101000
АйТеко;80000
Микрон;81600
Тринити;88800
Philax;138300
Softline;39000
Itransition;76200
Микрон;57300
Микрон;145300
Элтекс;96500
Инфосистемы Джет;67200
Hikvision;100800
Микрон;62400
Элтекс;102100
Инфосистемы Джет;68700
OFT group;148300
IBS;13900
Информзащита;149300
Эвотор;83800
Angara;15600
OCS Distribution;67400
АйТеко;17000
Инлайн Груп;38800
Сател;30400
Инлайн Груп;113300
Itransition;129600
Itransition;94100
Itransition;44200
ИнфоТеКС;83300
Форс;36100
iCore;91500
Тринити;92400
Ситроникс;89300
Сател;35100
Oracle;134400
Hikvision;116200
Hikvision;33000
Ростелеком;45700
ИнфоТеКС;27000
Itransition;70500
Инфосистемы Джет;59600
Itransition;46200
Инфосистемы Джет;115200
Инфосистемы Джет;69100
Сигма;10200
Сигма;94400
Информзащита;32900
Элтекс;47200
Информзащита;32500
Ситроникс;133100
Микрон;32400
Эвотор;100800
Инфосистемы Джет;77800
Softline;134000
Ситроникс;144800
Тринити;121700
Oracle;143600
Сател;61200
ХайТэк;72300
Atos;51400
IBS;106600
Itransition;34800
Микрон;78500
Элтекс;41600
iCore;45700
Микрон;20800
Angara;132800
Инфосистемы Джет;112700
OFT group;124000
Эвотор;124300
ИнфоТеКС;123000
OFT group;97300
Сател;23900
Angara;68400
OCS Distribution;83400
Аквариус;121000
АйТеко;28300
iCore;146700
Сигма;146400
Лига Цифровой Экономики;14400
Softline;125200
Инфосистемы Джет;93400
Информзащита;109100
Oracle;16900
Элтекс;24300
Itransition;130100
Ситроникс;31700
Эвотор;96000
ХайТэк;123300
TerraLink;118500
Элтекс;136800
Philax;92700
Ростелеком;79500
ХайТэк;51200
TerraLink;139600
Сигма;99700
Элтекс;10300
ИнфоТеКС;129600
Микрон;116800
Микрон;30700
Itransition;85800
TerraLink;24100
Лига Цифровой Экономики;53200
IBS;96500
Сигма;80500
Форс;84800
Информзащита;104400
Hikvision;129400
Сигма;62500
iCore;81100
Элтекс;98300
IBS;28100
Softline;57300
Philax;71100
Микрон;51300
Oracle;19800
Форс;45400
IBS;36700
iCore;72900
Инфосистемы Джет;115600
Atos;103100
Эвотор;132900
Ситроникс;40300
TerraLink;89900
Информзащита;51800
Oracle;65600
OFT group;135300
Микрон;141700
Hikvision;54600
АйТеко;54900
Сател;25000
ИнфоТеКС;59400
OCS Distribution;65000
Ростелеком;52400
Тринити;41600
Эвотор;15500
Лига Цифровой Экономики;127500
Инлайн Груп;64800
Ситроникс;102800
Ситроникс;74300
Softline;21200
Atos;55300
Микрон;136300
Инлайн Груп;112500
Ситроникс;146700
Гринатом;68800
Hikvision;67100
АйТеко;27600
Сател;58400
Сигма;133000
ХайТэк;53300
Информзащита;136500
Микрон;141900
Ситроникс;26600
Oracle;92500
ХайТэк;12900
Информзащита;138300
Oracle;118800
Softline;124800
Itransition;137200
Hikvision;20600
OFT group;115400
ИнфоТеКС;138500
Информзащита;35600
IBS;128700
IBS;72900
Лига Цифровой Экономики;19000
Itransition;30300
Ростелеком;49100
Тринити;133200
iCore;64400
Oracle;70000
Инфосистемы Джет;12800
Softline;147400
Ростелеком;139100
АйТеко;148000
Лига Цифровой Экономики;135300
Элтекс;140600
АйТеко;86300
Лига Цифровой Экономики;113400
Сател;30200
Angara;101200
Angara;76500
Микрон;128100
ХайТэк;10900
Oracle;102300
Atos;41600
Oracle;103800
Инлайн Груп;51000
Гринатом;59100
Сигма;17900
Softline;136000
Softline;142000
Элтекс;53400
Angara;30300
ИнфоТеКС;105000
Инлайн Груп;142300
Информзащита;75600
Инлайн Груп;124700
Аквариус;39500
OCS Distribution;63500
TerraLink;41800
Форс;33400
ХайТэк;20400
Ситроникс;112100
TerraLink;46100
Гринатом;73700
Сигма;77900
Itransition;75100
Инфосистемы Джет;79200
Philax;58500
Angara;147800
Инлайн Груп;145300
Форс;135300
Форс;115000
ИнфоТеКС;15300
Angara;50500
TerraLink;74600
Softline;55400
Philax;129000
Элтекс;23500
Информзащита;120900
Ростелеком;118100
Hikvision;129900
OCS Distribution;134400
Эвотор;88900
Инфосистемы Джет;112500
Инлайн Груп;39100
iCore;147000
Аквариус;117000
АйТеко;81300
Форс;14400
Тринити;91100
Элтекс;129500
TerraLink;59900
Форс;68800
Ситроникс;87500
Сател;79100
ИнфоТеКС;81200
АйТеко;120900
OCS Distribution;90200
iCore;83100
Информзащита;81300
ИнфоТеКС;116200
Микрон;25900
Oracle;96100
IBS;139400
Информзащита;42500
Oracle;62100
АйТеко;17400
Лига Цифровой Экономики;39600
Hikvision;108900
Аквариус;11000
Инлайн Груп;49600
Hikvision;125000
Atos;99700
Softline;104900
Элтекс;74900
Тринити;91300
Форс;38200
Softline;116900
Oracle;26600
OCS Distribution;122100
IBS;107800
Форс;40500
Аквариус;41500
OCS Distribution;133500
Аквариус;109200
Softline;105800
Hikvision;104900
Сател;10600
Инлайн Груп;25500
OCS Distribution;48600
Гринатом;121700
Hikvision;45700
Сател;99500
Эвотор;36700
Oracle;77700
Элтекс;150000
АйТеко;107700
Сигма;136300
Форс;30800
TerraLink;88200
ИнфоТеКС;51400
Гринатом;100600
Softline;99700
Эвотор;44400
ХайТэк;54800
Тринити;74900
Сигма;129400
Ситроникс;23200
Oracle;19000
Сигма;147100
Philax;103800
Сател;19100
Oracle;86300
Сигма;33200
OCS Distribution;18800
Информзащита;99400
Ростелеком;148300
Angara;109100
Тринити;110100
Сигма;64400
Форс;62100
Oracle;60600
Лига Цифровой Экономики;123100
Itransition;140900
Информзащита;15000
ИнфоТеКС;70000
OCS Distribution;60400
Angara;65500
Softline;25900
Элтекс;114800
TerraLink;142700
Ситроникс;100200
Инлайн Груп;67800
Сател;70300
OFT group;51100
Atos;46600
Hikvision;65800
Эвотор;36200
АйТеко;104800
ИнфоТеКС;88000
Тринити;85600
Philax;85700
TerraLink;77800
АйТеко;112800
Hikvision;81800
Инлайн Груп;120300
ИнфоТеКС;125200
Гринатом;95100
Philax;49600
Элтекс;69500
Элтекс;127600
Лига Цифровой Экономики;77300
Лига Цифровой Экономики;104400
Itransition;105700
Информзащита;66400
Hikvision;143800
OCS Distribution;60700
Инлайн Груп;62900
АйТеко;142200
OFT group;125500
Гринатом;50800
Itransition;82400
Сигма;120700
Эвотор;142300
Форс;48100
Itransition;114900
Информзащита;92900
TerraLink;75000
Oracle;14100
TerraLink;104100
Инфосистемы Джет;67400
Hikvision;102400
Лига Цифровой Экономики;81400
Информзащита;69500
Лига Цифровой Экономики;97100
Микрон;51700
OCS Distribution;76500
Аквариус;104700
АйТеко;96500
Itransition;95200
Микрон;15700
Itransition;55900
Atos;40400
Ситроникс;91300
Hikvision;15300
IBS;123700
ХайТэк;18100
Softline;131200
TerraLink;106400
Микрон;147300
ХайТэк;78700
Инлайн Груп;127700
IBS;10100
Angara;11500
Инлайн Груп;26100
Форс;106900
ХайТэк;105700
TerraLink;114300
TerraLink;117400
Oracle;76500
Аквариус;150000
Эвотор;149900
Микрон;138000
Инлайн Груп;37800
Гринатом;148400
ИнфоТеКС;145100
Philax;37700
Philax;95700
Аквариус;45600
Инлайн Груп;105900
TerraLink;50400
iCore;117400
Ростелеком;124600
IBS;97100
Ситроникс;63900
Микрон;100700
Angara;30400
Atos;144600
Микрон;13900
Philax;116500
Hikvision;94800
Инлайн Груп;69400
Форс;71600
Atos;125700
Softline;103800
Philax;47700
Информзащита;67800
Softline;133400
Сигма;86700
Atos;46700
Hikvision;94600
Hikvision;29800
Информзащита;102600
Форс;50000
Информзащита;71600
Сигма;91200
АйТеко;75400
Сател;145000
IBS;134000
Сател;45800
Эвотор;55900
Элтекс;135300
OFT group;15500
ХайТэк;112700
Сигма;123900
Hikvision;78100
ИнфоТеКС;118000
Эвотор;56900
Информзащита;147800
Itransition;109600
OCS Distribution;18700
Oracle;16400
Softline;135600
Oracle;16500
Ситроникс;79300
ИнфоТеКС;88700
Oracle;15700
Аквариус;79800
Philax;102700
Информзащита;35100
Эвотор;29900
Форс;130500
АйТеко;63400
iCore;48600
Аквариус;96000
Аквариус;136200
Инфосистемы Джет;44600
IBS;110900
Элтекс;80400
Инфосистемы Джет;97800
Инфосистемы Джет;93200
TerraLink;109700
Форс;112500
iCore;13200
OCS Distribution;83600
АйТеко;126900
Angara;104800
Инфосистемы Джет;111300
Лига Цифровой Экономики;12900
ХайТэк;73400
Гринатом;116500
Сигма;51200
Микрон;143700
Микрон;61200
Oracle;53100
Микрон;32100
TerraLink;114600
OFT group;12700
Angara;36000
IBS;138100
Гринатом;74200
Atos;61900
TerraLink;50000
OFT group;24200
Сател;77500
Гринатом;141700
Сател;43900
Itransition;20700
Тринити;127700
Инлайн Груп;145200
Ростелеком;109200
Ситроникс;91900
Инлайн Груп;143100
Инфосистемы Джет;120800
АйТеко;119400
Элтекс;103000
Ростелеком;76700
ХайТэк;142800
Инлайн Груп;135700
IBS;62600
OCS Distribution;22400
Микрон;125700
ХайТэк;68400
Аквариус;90800
Ростелеком;149200
Сигма;81800
ИнфоТеКС;128200
Гринатом;31700
Philax;127800
Эвотор;117600
OFT group;88100
OCS Distribution;101500
Atos;46900
ХайТэк;117900
OFT group;82200
ХайТэк;14500
Лига Цифровой Экономики;78300
АйТеко;21200
OFT group;45100
ХайТэк;127300
OCS Distribution;47200
Аквариус;97700
Oracle;115000
Сигма;21300
Микрон;86200
TerraLink;138000
iCore;120400
Эвотор;86200
Atos;112700
Hikvision;103100
Аквариус;38200
Atos;115200
Эвотор;86500
Информзащита;80500
Аквариус;145500
Элтекс;71900
TerraLink;45200
Элтекс;86400
Hikvision;119400
Инлайн Груп;70600
ХайТэк;120800
Тринити;28000
Сател;54500
Angara;133800
Форс;144400
Oracle;120000
Atos;12800
Ростелеком;36300
Oracle;116800
Hikvision;137600
TerraLink;140100
ХайТэк;90400
Аквариус;65800
Микрон;13400
TerraLink;22600
Сигма;92300
ХайТэк;106300
OCS Distribution;84400
Лига Цифровой Экономики;126000
ИнфоТеКС;110600
Angara;22200
Элтекс;126700
Микрон;24100
Сател;19400
Hikvision;31300
Элтекс;94000
АйТеко;118900
Сател;68900
Philax;83800
IBS;80300
Oracle;29600
Тринити;37700
Элтекс;42500
TerraLink;49100
Микрон;62000
Softline;110600
ХайТэк;53200
OCS Distribution;130900
Oracle;105700
Ростелеком;81500
iCore;90100
Oracle;131400
Гринатом;133000
Инлайн Груп;145700
Сигма;37800
Itransition;94900
Ростелеком;149500
Ситроникс;118900
АйТеко;46100
Hikvision;93400
Лига Цифровой Экономики;69700
Микрон;113500
Hikvision;19500
Инфосистемы Джет;111500
Тринити;148900
Тринити;93600
Инфосистемы Джет;53100
IBS;123600
OFT group;72600
iCore;77100
Микрон;40800
АйТеко;84200
Аквариус;126300
iCore;108000
Лига Цифровой Экономики;64600
Аквариус;24900
Itransition;17900
Softline;110500
Сател;109700
Аквариус;31000
Информзащита;29400
Гринатом;87000
Эвотор;70600
Форс;50200
Аквариус;92800
Эвотор;92100
ХайТэк;63500
Инфосистемы Джет;63000
iCore;45500
Микрон;107700
Гринатом;99500
Лига Цифровой Экономики;13900
OCS Distribution;144300
Микрон;46200
Angara;34500
Ситроникс;62900
OFT group;114200
Тринити;137000
Сател;67500
Эвотор;102000
Ситроникс;12700
OCS Distribution;69100
Микрон;116700
Эвотор;109700
Гринатом;36900
Oracle;86500
Эвотор;88500
Эвотор;128500
Аквариус;77100
Информзащита;22200
Лига Цифровой Экономики;77300
iCore;87200
Инфосистемы Джет;105400
Angara;41700
Philax;96600
Микрон;149100
Аквариус;13400
TerraLink;132100
Itransition;62900
Эвотор;98500
Angara;96200
Ситроникс;104000
Сигма;24300
ХайТэк;76200
Гринатом;117400
Oracle;100300
Angara;67700
Гринатом;134300
Hikvision;100000
ИнфоТеКС;120400
Тринити;27300
Инфосистемы Джет;121800
Аквариус;37600
TerraLink;62000
Сигма;123900
Philax;25400
Инлайн Груп;98800
Angara;46800
Гринатом;136400
Инлайн Груп;71700
Hikvision;53300
OCS Distribution;91300
Oracle;124300
Элтекс;135700
Oracle;28600
OCS Distribution;42600
Сигма;73800
Hikvision;87300
Atos;24300
Лига Цифровой Экономики;137800
Форс;38700
Аквариус;118700
Philax;56700
ИнфоТеКС;133100
Лига Цифровой Экономики;38100
Гринатом;148900
Ситроникс;81200
Angara;58900
Форс;26600
Hikvision;127500
Atos;120900
АйТеко;113200
IBS;70700
Инлайн Груп;94700
Тринити;146100
Atos;124100
Oracle;138800
Инфосистемы Джет;38600
Oracle;54000
Элтекс;77300
Эвотор;66400
Элтекс;91200
Ростелеком;48100
Элтекс;23800
Oracle;91600
Сигма;44100
Эвотор;32000
IBS;114700
Сател;149500
OCS Distribution;53300
Oracle;141400
Itransition;47500
Тринити;121700
Oracle;46000
Тринити;88200
Angara;16200
Лига Цифровой Экономики;74000
Эвотор;65800
TerraLink;63400
Лига Цифровой Экономики;27300
Hikvision;50300
Информзащита;63200
Angara;123100
Инфосистемы Джет;85200
Гринатом;19800
OFT group;29100
Аквариус;52200
Сател;56500
Тринити;64400
ИнфоТеКС;137300
Тринити;116000
АйТеко;133800
Гринатом;142700
Микрон;108000
ИнфоТеКС;101000
Лига Цифровой Экономики;56400
Инфосистемы Джет;79800
Philax;42200
Аквариус;36900
Softline;11900
Микрон;142400
Лига Цифровой Экономики;19900
Гринатом;58800
Ситроникс;44900
Форс;27200
Angara;120600
Тринити;63000
Itransition;29600
Гринатом;110100
Philax;20300
Philax;17000
OFT group;54900
Ростелеком;79500
ХайТэк;88900
Микрон;121300
Эвотор;117900
Hikvision;33500
ИнфоТеКС;25100
Сател;86700
Аквариус;58700
Ростелеком;106900
Philax;123400
Инлайн Груп;80500
Сател;37400
Инлайн Груп;60100
Информзащита;138900
Эвотор;121200
Сигма;108500
